no_cidade,nota,data_ref
"Queimada Nova","7.53584738803613","2011-12-31"
"Goioerê","7.34944169870035","2011-12-31"
"Sede Nova","10","2011-12-31"
"Ribeirão Claro","10","2011-12-31"
"Rio dos Índios","10","2011-12-31"
"Guarujá do Sul","8.21092278719397","2011-12-31"
"São Pedro do Paraná","9.98896247240618","2011-12-31"
"Ibirapitanga","5.32066253254946","2011-12-31"
"Marcação","9.55998733776512","2011-12-31"
"Maracanaú","7.15699252543891","2011-12-31"
"Balneário Piçarras","7.35181214094724","2011-12-31"
"Pedranópolis","10","2011-12-31"
"Bertópolis","10","2011-12-31"
"Mogi Mirim","8.08601315389862","2011-12-31"
"Jaguaruna","6.54515111215416","2011-12-31"
"Divino de São Lourenço","10","2011-12-31"
"Senador Elói de Souza","8.21120465648062","2011-12-31"
"Várzea Grande","4.49968249844857","2011-12-31"
"Goianira","4.88786890526231","2011-12-31"
"Senador Canedo","7.50872848553804","2011-12-31"
"Conceição do Jacuípe","6.13493323922122","2011-12-31"
"Bananal","8.39262908228425","2011-12-31"
"Águas Vermelhas","6.69953721724839","2011-12-31"
"Campestre","6.56990068754775","2011-12-31"
"Ingazeira","10","2011-12-31"
"Vila Propício","2.6984126984127","2011-12-31"
"Barra do Choça","3.26990376202975","2011-12-31"
"Independência","10","2011-12-31"
"Gurupi","9.14263617279858","2011-12-31"
"Alta Floresta","9.3968253968254","2011-12-31"
"São José de Mipibu","8.72844540390714","2011-12-31"
"Sooretama","6.37060189707191","2011-12-31"
"Aliança do Tocantins","9.74209503621268","2011-12-31"
"Japaratinga","3.74736229353125","2011-12-31"
"Rio Paranaíba","4.67282435013056","2011-12-31"
"Nova Iguaçu","5.15428797391227","2011-12-31"
"Campinas do Piauí","5.74347113809386","2011-12-31"
"Bom Jesus da Penha","9.32367149758454","2011-12-31"
"Echaporã","10","2011-12-31"
"Catingueira","4.6556741028128","2011-12-31"
"Nazaré","10","2011-12-31"
"Campos dos Goytacazes","4.5944936221475","2011-12-31"
"Rafael Jambeiro","9.45391754802504","2011-12-31"
"Santa Luzia do Norte","7.08148148148148","2011-12-31"
"Denise","7.32607272510861","2011-12-31"
"São José dos Cordeiros","10","2011-12-31"
"Petrópolis","4.64132085753707","2011-12-31"
"Amarante do Maranhão","4.39691027926322","2011-12-31"
"Manoel Emídio","7.14510544538873","2011-12-31"
"Jari","7.79292303455872","2011-12-31"
"Lajeado Grande","10","2011-12-31"
"Eldorado","8.12934762173341","2011-12-31"
"Potiraguá","6.13615664845173","2011-12-31"
"Santo Ângelo","5.3975162789091","2011-12-31"
"Serranópolis do Iguaçu","9.62758338448946","2011-12-31"
"Bandeira","8.48938826466916","2011-12-31"
"Caraúbas","10","2011-12-31"
"Silva Jardim","9.12985274431058","2011-12-31"
"Garruchos","6.72743055555556","2011-12-31"
"Quatis","7.41320531552216","2011-12-31"
"Jataizinho","5.89585311807534","2011-12-31"
"Taperoá","6.57492354740061","2011-12-31"
"Lavras da Mangabeira","6.64313277613387","2011-12-31"
"Indianópolis","7.35091621650249","2011-12-31"
"Boa Esperança","9.3428014480646","2011-12-31"
"Marabá","5.22619922566346","2011-12-31"
"Santa Filomena","2.96080964685616","2011-12-31"
"Campina da Lagoa","8.17216017433942","2011-12-31"
"Ibertioga","5.98650927487352","2011-12-31"
"Getulina","6.32295236676104","2011-12-31"
"Macaé","4.11406436931623","2011-12-31"
"Tomé-Açu","1.24350163009957","2011-12-31"
"Icaraíma","9.06532445743357","2011-12-31"
"Santana do Cariri","10","2011-12-31"
"Urucará","4.74844313339888","2011-12-31"
"Santo Antônio da Platina","7.3015873015873","2011-12-31"
"Cascalho Rico","6.73611111111111","2011-12-31"
"São José do Goiabal","10","2011-12-31"
"Piripiri","10","2011-12-31"
"Ribamar Fiquene","10","2011-12-31"
"Ouro Verde","7.81400966183575","2011-12-31"
"Erval Grande","10","2011-12-31"
"Dom Basílio","7.08246708246708","2011-12-31"
"Cocalzinho de Goiás","8.80545690286938","2011-12-31"
"Lauro de Freitas","5.00529634043247","2011-12-31"
"São José dos Pinhais","5.16815679042044","2011-12-31"
"Capão do Leão","5.64188152240638","2011-12-31"
"Pedrão","7.24094881398252","2011-12-31"
"Zé Doca","3.84353741496599","2011-12-31"
"Olivedos","10","2011-12-31"
"Óleo","9.06339031339031","2011-12-31"
"Governador Jorge Teixeira","8.0817230273752","2011-12-31"
"Jaú do Tocantins","7.45014245014245","2011-12-31"
"Ibaiti","7.07371556217424","2011-12-31"
"São Bentinho","5.97033685268979","2011-12-31"
"Espumoso","5.02133922001472","2011-12-31"
"Guaimbê","9.25776703375414","2011-12-31"
"São José do Cedro","10","2011-12-31"
"Itapema","4.30814569231478","2011-12-31"
"Jardim de Angicos","7.36305167442892","2011-12-31"
"Selvíria","5.08361204013378","2011-12-31"
"Herveiras","10","2011-12-31"
"Canaã","10","2011-12-31"
"Novo Barreiro","10","2011-12-31"
"Porto de Pedras","2.87869763748263","2011-12-31"
"Macaíba","7.59920764492044","2011-12-31"
"Borá","8.58829844337091","2011-12-31"
"Taquari","2.7638233453426","2011-12-31"
"Condor","10","2011-12-31"
"Mirassolândia","10","2011-12-31"
"Dom Cavati","8.51488743645606","2011-12-31"
"Japurá","7.60398726580032","2011-12-31"
"Muriaé","6.94714719389741","2011-12-31"
"Novo Horizonte","10","2011-12-31"
"Cruz","9.48051032635511","2011-12-31"
"Érico Cardoso","7.2048228201735","2011-12-31"
"Bom Sucesso","7.93788580246914","2011-12-31"
"Flores do Piauí","7.36293061620573","2011-12-31"
"Iepê","10","2011-12-31"
"Tapejara","9.24348923132378","2011-12-31"
"Canápolis","4.18307673946772","2011-12-31"
"Pedra Mole","7.91769547325103","2011-12-31"
"Varjão","10","2011-12-31"
"Ibarama","10","2011-12-31"
"Chapada","10","2011-12-31"
"Sento Sé","4.16881272338499","2011-12-31"
"Rio Negro","5.84070796460177","2011-12-31"
"São João da Lagoa","10","2011-12-31"
"Lagoa Alegre","10","2011-12-31"
"Campo Formoso","6.96441965887226","2011-12-31"
"Cerro Grande","10","2011-12-31"
"Paranapanema","7.89940906802343","2011-12-31"
"Faxinal","7.26585837286944","2011-12-31"
"Avaré","6.22183125359745","2011-12-31"
"Niterói","3.02851538713854","2011-12-31"
"Itapipoca","6.54767074900837","2011-12-31"
"Andradina","8.75043365818274","2011-12-31"
"Mauriti","7.68366187441332","2011-12-31"
"Naque","7.74410774410774","2011-12-31"
"Peri Mirim","7.65501602940027","2011-12-31"
"Ipumirim","7.29569476669245","2011-12-31"
"Água Clara","7.39230447511501","2011-12-31"
"Sandolândia","3.80740740740741","2011-12-31"
"Montenegro","1.112665733893","2011-12-31"
"Nazaré do Piauí","8.08281756557619","2011-12-31"
"Aurora","9.29325175135231","2011-12-31"
"Carmésia","10","2011-12-31"
"Candói","10","2011-12-31"
"Balneário Pinhal","6.96356275303644","2011-12-31"
"Salmourão","4.98548922056385","2011-12-31"
"Mariano Moro","10","2011-12-31"
"Wenceslau Braz","9.7962962962963","2011-12-31"
"Dom Expedito Lopes","9.47316173863717","2011-12-31"
"Cajueiro","5.86935166994106","2011-12-31"
"Machadinho D'Oeste","7.22256558165087","2011-12-31"
"Jaraguá do Sul","5.85776179528695","2011-12-31"
"Buriti do Tocantins","7.95923176623071","2011-12-31"
"Jericó","8.75539850804869","2011-12-31"
"Rio Sono","5.48523206751055","2011-12-31"
"Querência do Norte","10","2011-12-31"
"Tijucas do Sul","10","2011-12-31"
"Viadutos","6.77321156773212","2011-12-31"
"Coronel Bicaco","2.79140175597941","2011-12-31"
"Pontes Gestal","5.36207849640685","2011-12-31"
"Governador Newton Bello","1.16335433834222","2011-12-31"
"Tatuí","7.10101552707646","2011-12-31"
"Flórida","10","2011-12-31"
"Guiratinga","10","2011-12-31"
"Pontalina","7.75212064090481","2011-12-31"
"Taciba","10","2011-12-31"
"Cascavel","3.41207937361784","2011-12-31"
"Gravatá","6.57016544815509","2011-12-31"
"Charqueada","5.52353506243996","2011-12-31"
"Colares","5.52555501009109","2011-12-31"
"Santa Cruz","6.10849878091257","2011-12-31"
"Bom Retiro do Sul","3.63566339302908","2011-12-31"
"Ipojuca","0.538769612148165","2011-12-31"
"Acará","1.80246913580247","2011-12-31"
"Cachoeirinha","6.2534896705751","2011-12-31"
"Agricolândia","6.3639172072907","2011-12-31"
"Acorizal","10","2011-12-31"
"Divina Pastora","3.94577584120068","2011-12-31"
"Luís Domingues","5.21191294387171","2011-12-31"
"Piraquê","6.19941133186166","2011-12-31"
"Salete","10","2011-12-31"
"São Vicente Ferrer","5.53649704593101","2011-12-31"
"Lupionópolis","10","2011-12-31"
"Coronel Murta","9.22602863875295","2011-12-31"
"Natércia","10","2011-12-31"
"Riacho da Cruz","8.49182515849183","2011-12-31"
"Iraí","7.37362899380067","2011-12-31"
"Sítio Novo","2.5275115370962","2011-12-31"
"Campo Alegre do Fidalgo","4.81640438721984","2011-12-31"
"Capim Branco","8.15399700676059","2011-12-31"
"Manhumirim","9.52828710233506","2011-12-31"
"Cedro","3.70195832024296","2011-12-31"
"Elisiário","7.99939283545841","2011-12-31"
"Itororó","8.03051753971999","2011-12-31"
"Cachoeira do Sul","6.20328123483157","2011-12-31"
"Restinga Seca","7.00457585357269","2011-12-31"
"Brejo dos Santos","9.86932878824771","2011-12-31"
"Meruoca","4.89676969174568","2011-12-31"
"Santo Antônio do Jardim","7.73892773892774","2011-12-31"
"Guarantã do Norte","10","2011-12-31"
"Natal","4.54335288120455","2011-12-31"
"Mendes","8.96538856236589","2011-12-31"
"Muitos Capões","7.31452455590387","2011-12-31"
"José da Penha","10","2011-12-31"
"Colorado","4.01164262212098","2011-12-31"
"Carmo do Rio Verde","4.74446987032799","2011-12-31"
"Querência","8.91313700183816","2011-12-31"
"Juruti","1.10226856933772","2011-12-31"
"Abelardo Luz","10","2011-12-31"
"Elói Mendes","9.13020287296069","2011-12-31"
"Santa Luzia","7.34395750332005","2011-12-31"
"Cianorte","6.47798042704626","2011-12-31"
"Jardim Alegre","7.49479528105482","2011-12-31"
"Joviânia","3.67511216679863","2011-12-31"
"Souto Soares","10","2011-12-31"
"Juranda","10","2011-12-31"
"Angelim","6.71709855678953","2011-12-31"
"Turvânia","6.17585800959884","2011-12-31"
"Malhador","4.59140332993544","2011-12-31"
"Maracajá","6.32523528124316","2011-12-31"
"Guimarães","7.03044010932052","2011-12-31"
"Lobato","10","2011-12-31"
"Águas Lindas de Goiás","2.2728606054992","2011-12-31"
"Bonfim","9.80274955170353","2011-12-31"
"Conceição da Aparecida","7.07115660386688","2011-12-31"
"Novo Oriente do Piauí","9.80662983425414","2011-12-31"
"Virgolândia","10","2011-12-31"
"Planalto","10","2011-12-31"
"Arambaré","8.88101797192706","2011-12-31"
"Piranhas","6.14254838392769","2011-12-31"
"Amparo de São Francisco","10","2011-12-31"
"Igarassu","7.41292362363147","2011-12-31"
"Prudente de Morais","8.18484716789802","2011-12-31"
"Vera Cruz","8.6638114837681","2011-12-31"
"Itapeva","9.20466140379142","2011-12-31"
"São Pedro do Piauí","5.23149765203555","2011-12-31"
"Jurema","10","2011-12-31"
"Manacapuru","3.47049926611383","2011-12-31"
"Boca do Acre","1.50082918739635","2011-12-31"
"Lábrea","5.30175761845409","2011-12-31"
"Porto","5.37019383539879","2011-12-31"
"Rio do Sul","7.74677658000423","2011-12-31"
"Jaguaretama","10","2011-12-31"
"Pentecoste","10","2011-12-31"
"Abaeté","7.6645536817765","2011-12-31"
"Nordestina","10","2011-12-31"
"Iúna","5.91462668833325","2011-12-31"
"Santana do Itararé","10","2011-12-31"
"Maranhãozinho","10","2011-12-31"
"Guaramirim","7.19982131830305","2011-12-31"
"Campo Bonito","9.89423404981235","2011-12-31"
"Santa Mariana","5.88631012445341","2011-12-31"
"Pirajuba","6.63118208028388","2011-12-31"
"Francinópolis","9.84627359408445","2011-12-31"
"Ibiracatu","7.17225161669606","2011-12-31"
"Miracema do Tocantins","10","2011-12-31"
"Cafelândia","9.35321573619446","2011-12-31"
"Laje","2.97787193973635","2011-12-31"
"Bom Sucesso","10","2011-12-31"
"Marzagão","4.80167014613779","2011-12-31"
"Trabiju","5.46085858585858","2011-12-31"
"São Leopoldo","4.52517565581526","2011-12-31"
"Nova Petrópolis","7.51374465485644","2011-12-31"
"Meridiano","5.14714109880273","2011-12-31"
"Guarani de Goiás","4.29827821132169","2011-12-31"
"Quirinópolis","4.51066551140818","2011-12-31"
"Maxaranguape","5.02372770414008","2011-12-31"
"Leandro Ferreira","6.86728395061728","2011-12-31"
"Barras","9.4514423017377","2011-12-31"
"São João do Soter","1.51352126820171","2011-12-31"
"Água Doce do Norte","3.89388639013826","2011-12-31"
"Nhamundá","5.62933451379666","2011-12-31"
"São Gonçalo do Amarante","10","2011-12-31"
"Jussari","6.34920634920635","2011-12-31"
"Catanduvas","9.68660968660969","2011-12-31"
"Santa Branca","0.546774033204096","2011-12-31"
"Soledade de Minas","8.05870020964361","2011-12-31"
"Livramento","10","2011-12-31"
"Concórdia","9.80086807509975","2011-12-31"
"Witmarsum","1.03146624885755","2011-12-31"
"Sertanópolis","6.23437855032947","2011-12-31"
"Dona Eusébia","8.16694072508026","2011-12-31"
"Guaraniaçu","9.91167171865324","2011-12-31"
"Tanhaçu","7.96839729119639","2011-12-31"
"Barra de Santa Rosa","10","2011-12-31"
"Pirajuí","7.20089786756453","2011-12-31"
"Pé de Serra","5.78544061302682","2011-12-31"
"Nova Olinda","8.14633957291788","2011-12-31"
"Senhor do Bonfim","6.66590874639988","2011-12-31"
"São João dos Patos","3.82102512223908","2011-12-31"
"Paramirim","5.33794433857953","2011-12-31"
"Ribeirópolis","1.6426868843514","2011-12-31"
"São Francisco de Itabapoana","0.198288457524525","2011-12-31"
"Barreiras","9.81387124055552","2011-12-31"
"Santa Helena","10","2011-12-31"
"Abadia dos Dourados","9.82574703504936","2011-12-31"
"Caiçara do Norte","10","2011-12-31"
"Alcântaras","7.01112635269014","2011-12-31"
"Balneário Arroio do Silva","7.23725013119603","2011-12-31"
"Barra de Santana","10","2011-12-31"
"Itarema","9.97020134670157","2011-12-31"
"São Pedro do Butiá","9.21951994913368","2011-12-31"
"Riachão das Neves","7.49757083957037","2011-12-31"
"Bragança","3.22701997948972","2011-12-31"
"Satubinha","0.657138163298834","2011-12-31"
"Santa Isabel","10","2011-12-31"
"Nossa Senhora dos Remédios","5.29575058723041","2011-12-31"
"Colinas","10","2011-12-31"
"Santa Cruz do Arari","0.286474319623491","2011-12-31"
"Carpina","3.38002842309812","2011-12-31"
"Vera Cruz","3.4356150013113","2011-12-31"
"Dolcinópolis","8.26266579691237","2011-12-31"
"Correntes","5.18579888919574","2011-12-31"
"Joanópolis","5.83177715530657","2011-12-31"
"Buritizal","10","2011-12-31"
"Brasilândia do Tocantins","8.29307568438003","2011-12-31"
"Dom Inocêncio","10","2011-12-31"
"Belo Monte","7.50568612585292","2011-12-31"
"Paranavaí","8.11290021095356","2011-12-31"
"Buritirama","9.09472189959995","2011-12-31"
"Erval Seco","8.73715124816446","2011-12-31"
"Rio Largo","2.94761944375121","2011-12-31"
"Capitão Poço","1.09815789172026","2011-12-31"
"Alto Paraíso de Goiás","6.86359062814431","2011-12-31"
"Santo André","10","2011-12-31"
"Ubaporanga","6.81241300253828","2011-12-31"
"Canavieira","9.43722943722944","2011-12-31"
"Jacuizinho","9.18650793650794","2011-12-31"
"Alegrete do Piauí","9.36250999200639","2011-12-31"
"Poço Branco","9.85956216439488","2011-12-31"
"São Mamede","9.38697318007663","2011-12-31"
"Batatais","5.60305246825623","2011-12-31"
"Lagoa Salgada","4.51950895300649","2011-12-31"
"Senador Amaral","10","2011-12-31"
"São João de Meriti","3.97135489137493","2011-12-31"
"Pai Pedro","9.21146953405018","2011-12-31"
"Aveiro","4.1897964578377","2011-12-31"
"Riachão do Jacuípe","4.49662970210915","2011-12-31"
"Glória D'Oeste","7.73596176821983","2011-12-31"
"Alegrete","7.98269411493519","2011-12-31"
"Abadiânia","5.84339213865676","2011-12-31"
"Seabra","7.95195745384684","2011-12-31"
"São Rafael","10","2011-12-31"
"Santo Antônio do Tauá","2.53693603326855","2011-12-31"
"Terra Rica","9.34842440547979","2011-12-31"
"Glicério","7.6504415691107","2011-12-31"
"Cunha Porã","8.48077833742305","2011-12-31"
"Costa Rica","10","2011-12-31"
"Pindobaçu","10","2011-12-31"
"Itati","9.145880574452","2011-12-31"
"Santiago do Sul","1.1144883485309","2011-12-31"
"Itapirapuã","10","2011-12-31"
"Herval","6.47407407407407","2011-12-31"
"São Luis do Piauí","5.96596596596596","2011-12-31"
"Murici dos Portelas","2.24415204678363","2011-12-31"
"São Miguel do Araguaia","5.11793228139382","2011-12-31"
"Alvorada de Minas","10","2011-12-31"
"São José da Tapera","4.234639263541","2011-12-31"
"Fernando Prestes","6.24744125112585","2011-12-31"
"Japaraíba","6.44614079728584","2011-12-31"
"Oratórios","7.17048186474339","2011-12-31"
"Mato Queimado","10","2011-12-31"
"Nova Trento","7.66270641859075","2011-12-31"
"Couto Magalhães","9.30541708208707","2011-12-31"
"Gouvelândia","10","2011-12-31"
"Queluzito","10","2011-12-31"
"Tapiraí","9.42028985507246","2011-12-31"
"Maiquinique","4.18943533697632","2011-12-31"
"Itaúna","5.66785572730876","2011-12-31"
"São João do Araguaia","1.13619595691309","2011-12-31"
"Jaçanã","10","2011-12-31"
"Monte Alegre de Sergipe","2.83652855081427","2011-12-31"
"Caldazinha","2.74717802257582","2011-12-31"
"Centro Novo do Maranhão","4.88472511373275","2011-12-31"
"Rosário Oeste","7.99722674383553","2011-12-31"
"Catas Altas da Noruega","5.35202774008744","2011-12-31"
"Itapecuru Mirim","8.86440313641929","2011-12-31"
"Santana do São Francisco","5.6159858190315","2011-12-31"
"Monte Alegre","8.86700821859323","2011-12-31"
"Arealva","8.33795525975227","2011-12-31"
"Minador do Negrão","3.70045768818775","2011-12-31"
"Paraibuna","5.92295702516143","2011-12-31"
"Patrocínio do Muriaé","10","2011-12-31"
"Jaboti","9.33977455716586","2011-12-31"
"Rosário do Ivaí","10","2011-12-31"
"Pindorama do Tocantins","4.70231323473644","2011-12-31"
"Nova Palmeira","9.75553238326961","2011-12-31"
"Bernardo do Mearim","4.85058082823446","2011-12-31"
"Capão Bonito","6.08100351690095","2011-12-31"
"Jacundá","3.43950949603709","2011-12-31"
"Casserengue","10","2011-12-31"
"Canelinha","6.33806048923769","2011-12-31"
"Pirapó","8.79489761664988","2011-12-31"
"Tomazina","6.33272917009941","2011-12-31"
"Tanabi","6.25126367061851","2011-12-31"
"Amparo","10","2011-12-31"
"Santa Rita do Tocantins","10","2011-12-31"
"Paulo Lopes","4.14324830667243","2011-12-31"
"Senador Georgino Avelino","9.91105463786531","2011-12-31"
"São Pedro da Aldeia","5.84800638441878","2011-12-31"
"Zacarias","10","2011-12-31"
"Parecis","7.2463768115942","2011-12-31"
"Matinhos","5.43294493945625","2011-12-31"
"Gravatal","7.68451702747183","2011-12-31"
"Santo Amaro","5.24453774978618","2011-12-31"
"Contenda","6.45563461655416","2011-12-31"
"São Luís do Quitunde","3.00888746118428","2011-12-31"
"Monsenhor Hipólito","10","2011-12-31"
"Capitão Leônidas Marques","10","2011-12-31"
"Dores do Rio Preto","10","2011-12-31"
"Cidade Ocidental","4.77015561575193","2011-12-31"
"Arantina","10","2011-12-31"
"Barra Longa","7.70862800565771","2011-12-31"
"Itapiúna","7.46409158543622","2011-12-31"
"Palmares do Sul","7.59794717736888","2011-12-31"
"Novo Acordo","3.74695863746959","2011-12-31"
"Gado Bravo","7.85176298073719","2011-12-31"
"Nova Laranjeiras","8.32249674902471","2011-12-31"
"Itapissuma","5.3219696969697","2011-12-31"
"Pimenta Bueno","7.04788353109484","2011-12-31"
"Irati","1.54320987654321","2011-12-31"
"Rio das Pedras","3.29114318185356","2011-12-31"
"Itapecerica da Serra","5.05798807490212","2011-12-31"
"Cajazeirinhas","8.33333333333333","2011-12-31"
